bidding_exercise,date,year,category,premium,quota,total_bids_received,number_of_successful_bids,quarter,month,day,new_date
January 2018 First Open Bidding Exercise,2018-01-04 00:00:00,2018,cat_c,40101.0,249.0,458.0,247.0,1,1,1,2018-01-01 00:00:00
January 2018 First Open Bidding Exercise,2018-01-04 00:00:00,2018,cat_d,7701.0,525.0,919.0,413.0,1,1,1,2018-01-01 00:00:00
January 2018 First Open Bidding Exercise,2018-01-04 00:00:00,2018,cat_e,47390.0,518.0,923.0,518.0,1,1,1,2018-01-01 00:00:00
December 2017 Second Open Bidding Exercise,2017-12-20 00:00:00,2017,cat_a,38200.0,1687.0,1970.0,1654.0,4,12,15,2017-12-15 00:00:00
December 2017 Second Open Bidding Exercise,2017-12-20 00:00:00,2017,cat_b,47002.0,1374.0,1634.0,1367.0,4,12,15,2017-12-15 00:00:00
December 2017 Second Open Bidding Exercise,2017-12-20 00:00:00,2017,cat_c,45112.0,246.0,482.0,232.0,4,12,15,2017-12-15 00:00:00
December 2017 Second Open Bidding Exercise,2017-12-20 00:00:00,2017,cat_d,7501.0,514.0,743.0,458.0,4,12,15,2017-12-15 00:00:00
December 2017 Second Open Bidding Exercise,2017-12-20 00:00:00,2017,cat_e,48011.0,531.0,1003.0,529.0,4,12,15,2017-12-15 00:00:00
December 2017 First Open Bidding Exercise,2017-12-06 00:00:00,2017,cat_a,42339.0,1680.0,2158.0,1667.0,4,12,1,2017-12-01 00:00:00
December 2017 First Open Bidding Exercise,2017-12-06 00:00:00,2017,cat_b,53711.0,1375.0,1805.0,1375.0,4,12,1,2017-12-01 00:00:00
December 2017 First Open Bidding Exercise,2017-12-06 00:00:00,2017,cat_c,42000.0,285.0,454.0,279.0,4,12,1,2017-12-01 00:00:00
December 2017 First Open Bidding Exercise,2017-12-06 00:00:00,2017,cat_d,6552.0,516.0,791.0,500.0,4,12,1,2017-12-01 00:00:00
December 2017 First Open Bidding Exercise,2017-12-06 00:00:00,2017,cat_e,54334.0,542.0,831.0,537.0,4,12,1,2017-12-01 00:00:00
November 2017 Second Open Bidding Exercise,2017-11-22 00:00:00,2017,cat_a,46791.0,1686.0,2721.0,1679.0,4,11,15,2017-11-15 00:00:00
November 2017 Second Open Bidding Exercise,2017-11-22 00:00:00,2017,cat_b,57390.0,1383.0,2173.0,1383.0,4,11,15,2017-11-15 00:00:00
November 2017 Second Open Bidding Exercise,2017-11-22 00:00:00,2017,cat_c,57701.0,244.0,356.0,241.0,4,11,15,2017-11-15 00:00:00
November 2017 Second Open Bidding Exercise,2017-11-22 00:00:00,2017,cat_d,5992.0,538.0,708.0,533.0,4,11,15,2017-11-15 00:00:00
November 2017 Second Open Bidding Exercise,2017-11-22 00:00:00,2017,cat_e,57501.0,516.0,844.0,498.0,4,11,15,2017-11-15 00:00:00
November 2017 First Open Bidding Exercise,2017-11-08 00:00:00,2017,cat_a,47112.0,1683.0,3430.0,1683.0,4,11,1,2017-11-01 00:00:00
November 2017 First Open Bidding Exercise,2017-11-08 00:00:00,2017,cat_b,57414.0,1376.0,2515.0,1375.0,4,11,1,2017-11-01 00:00:00
November 2017 First Open Bidding Exercise,2017-11-08 00:00:00,2017,cat_c,58036.0,242.0,375.0,200.0,4,11,1,2017-11-01 00:00:00
November 2017 First Open Bidding Exercise,2017-11-08 00:00:00,2017,cat_d,5502.0,509.0,683.0,502.0,4,11,1,2017-11-01 00:00:00
November 2017 First Open Bidding Exercise,2017-11-08 00:00:00,2017,cat_e,57000.0,524.0,867.0,495.0,4,11,1,2017-11-01 00:00:00
October 2017 Second Open Bidding Exercise,2017-10-19 00:00:00,2017,cat_a,41617.0,1815.0,2391.0,1809.0,4,10,15,2017-10-15 00:00:00
October 2017 Second Open Bidding Exercise,2017-10-19 00:00:00,2017,cat_b,49996.0,1285.0,1718.0,1277.0,4,10,15,2017-10-15 00:00:00
October 2017 Second Open Bidding Exercise,2017-10-19 00:00:00,2017,cat_c,51890.0,445.0,611.0,443.0,4,10,15,2017-10-15 00:00:00
October 2017 Second Open Bidding Exercise,2017-10-19 00:00:00,2017,cat_d,4903.0,478.0,687.0,449.0,4,10,15,2017-10-15 00:00:00
October 2017 Second Open Bidding Exercise,2017-10-19 00:00:00,2017,cat_e,52000.0,542.0,809.0,539.0,4,10,15,2017-10-15 00:00:00
October 2017 First Open Bidding Exercise,2017-10-04 00:00:00,2017,cat_a,41761.0,1829.0,2808.0,1827.0,4,10,1,2017-10-01 00:00:00
October 2017 First Open Bidding Exercise,2017-10-04 00:00:00,2017,cat_b,48109.0,1285.0,1646.0,1284.0,4,10,1,2017-10-01 00:00:00
October 2017 First Open Bidding Exercise,2017-10-04 00:00:00,2017,cat_c,48902.0,492.0,723.0,492.0,4,10,1,2017-10-01 00:00:00
October 2017 First Open Bidding Exercise,2017-10-04 00:00:00,2017,cat_d,5010.0,485.0,721.0,484.0,4,10,1,2017-10-01 00:00:00
October 2017 First Open Bidding Exercise,2017-10-04 00:00:00,2017,cat_e,49000.0,540.0,869.0,528.0,4,10,1,2017-10-01 00:00:00
September 2017 Second Open Bidding Exercise,2017-09-20 00:00:00,2017,cat_a,42902.0,1815.0,3469.0,1815.0,3,9,15,2017-09-15 00:00:00
September 2017 Second Open Bidding Exercise,2017-09-20 00:00:00,2017,cat_b,49189.0,1288.0,1859.0,1288.0,3,9,15,2017-09-15 00:00:00
September 2017 Second Open Bidding Exercise,2017-09-20 00:00:00,2017,cat_c,46890.0,453.0,706.0,453.0,3,9,15,2017-09-15 00:00:00
September 2017 Second Open Bidding Exercise,2017-09-20 00:00:00,2017,cat_d,5501.0,494.0,727.0,493.0,3,9,15,2017-09-15 00:00:00
September 2017 Second Open Bidding Exercise,2017-09-20 00:00:00,2017,cat_e,49012.0,565.0,905.0,563.0,3,9,15,2017-09-15 00:00:00
September 2017 First Open Bidding Exercise,2017-09-06 00:00:00,2017,cat_a,36001.0,1820.0,2195.0,1806.0,3,9,1,2017-09-01 00:00:00
September 2017 First Open Bidding Exercise,2017-09-06 00:00:00,2017,cat_b,49000.0,1290.0,1704.0,1290.0,3,9,1,2017-09-01 00:00:00
September 2017 First Open Bidding Exercise,2017-09-06 00:00:00,2017,cat_c,43002.0,453.0,695.0,406.0,3,9,1,2017-09-01 00:00:00
September 2017 First Open Bidding Exercise,2017-09-06 00:00:00,2017,cat_d,5402.0,543.0,871.0,535.0,3,9,1,2017-09-01 00:00:00
September 2017 First Open Bidding Exercise,2017-09-06 00:00:00,2017,cat_e,48005.0,543.0,805.0,543.0,3,9,1,2017-09-01 00:00:00
August 2017 Second Open Bidding Exercise,2017-08-23 00:00:00,2017,cat_a,42900.0,1817.0,2148.0,1817.0,3,8,15,2017-08-15 00:00:00
August 2017 Second Open Bidding Exercise,2017-08-23 00:00:00,2017,cat_b,51000.0,1293.0,1683.0,1290.0,3,8,15,2017-08-15 00:00:00
August 2017 Second Open Bidding Exercise,2017-08-23 00:00:00,2017,cat_c,42004.0,445.0,836.0,436.0,3,8,15,2017-08-15 00:00:00
August 2017 Second Open Bidding Exercise,2017-08-23 00:00:00,2017,cat_d,3512.0,605.0,1069.0,588.0,3,8,15,2017-08-15 00:00:00
August 2017 Second Open Bidding Exercise,2017-08-23 00:00:00,2017,cat_e,50000.0,586.0,781.0,562.0,3,8,15,2017-08-15 00:00:00
August 2017 First Open Bidding Exercise,2017-08-10 00:00:00,2017,cat_a,46778.0,1817.0,2403.0,1812.0,3,8,1,2017-08-01 00:00:00
August 2017 First Open Bidding Exercise,2017-08-10 00:00:00,2017,cat_b,53711.0,1286.0,1978.0,1281.0,3,8,1,2017-08-01 00:00:00
August 2017 First Open Bidding Exercise,2017-08-10 00:00:00,2017,cat_d,5701.0,574.0,879.0,508.0,3,8,1,2017-08-01 00:00:00
August 2017 First Open Bidding Exercise,2017-08-10 00:00:00,2017,cat_c,42801.0,454.0,742.0,445.0,3,8,1,2017-08-01 00:00:00
August 2017 First Open Bidding Exercise,2017-08-10 00:00:00,2017,cat_e,52751.0,547.0,822.0,545.0,3,8,1,2017-08-01 00:00:00
July 2017 Second Open Bidding Exercise,2017-07-19 00:00:00,2017,cat_a,44002.0,1907.0,2389.0,1905.0,3,7,15,2017-07-15 00:00:00
July 2017 Second Open Bidding Exercise,2017-07-19 00:00:00,2017,cat_b,50001.0,1322.0,1784.0,1314.0,3,7,15,2017-07-15 00:00:00
July 2017 Second Open Bidding Exercise,2017-07-19 00:00:00,2017,cat_d,5851.0,552.0,1044.0,424.0,3,7,15,2017-07-15 00:00:00
July 2017 Second Open Bidding Exercise,2017-07-19 00:00:00,2017,cat_c,42809.0,1085.0,1943.0,1084.0,3,7,15,2017-07-15 00:00:00
July 2017 Second Open Bidding Exercise,2017-07-19 00:00:00,2017,cat_e,50101.0,562.0,941.0,516.0,3,7,15,2017-07-15 00:00:00
July 2017 First Open Bidding Exercise,2017-07-05 00:00:00,2017,cat_a,42801.0,1904.0,2296.0,1902.0,3,7,1,2017-07-01 00:00:00
July 2017 First Open Bidding Exercise,2017-07-05 00:00:00,2017,cat_b,49802.0,1322.0,1910.0,1321.0,3,7,1,2017-07-01 00:00:00
July 2017 First Open Bidding Exercise,2017-07-05 00:00:00,2017,cat_d,6001.0,474.0,819.0,377.0,3,7,1,2017-07-01 00:00:00
July 2017 First Open Bidding Exercise,2017-07-05 00:00:00,2017,cat_c,40212.0,1088.0,2189.0,1078.0,3,7,1,2017-07-01 00:00:00
July 2017 First Open Bidding Exercise,2017-07-05 00:00:00,2017,cat_e,49899.0,528.0,872.0,521.0,3,7,1,2017-07-01 00:00:00
June 2017 Second Open Bidding Exercise,2017-06-21 00:00:00,2017,cat_a,42801.0,1906.0,2302.0,1898.0,2,6,15,2017-06-15 00:00:00
June 2017 Second Open Bidding Exercise,2017-06-21 00:00:00,2017,cat_b,47501.0,1321.0,1651.0,1320.0,2,6,15,2017-06-15 00:00:00
June 2017 Second Open Bidding Exercise,2017-06-21 00:00:00,2017,cat_d,6001.0,459.0,931.0,360.0,2,6,15,2017-06-15 00:00:00
June 2017 Second Open Bidding Exercise,2017-06-21 00:00:00,2017,cat_c,36879.0,1086.0,2125.0,1085.0,2,6,15,2017-06-15 00:00:00
June 2017 Second Open Bidding Exercise,2017-06-21 00:00:00,2017,cat_e,48001.0,553.0,925.0,519.0,2,6,15,2017-06-15 00:00:00
June 2017 First Open Bidding Exercise,2017-06-07 00:00:00,2017,cat_a,45201.0,1898.0,2245.0,1893.0,2,6,1,2017-06-01 00:00:00
June 2017 First Open Bidding Exercise,2017-06-07 00:00:00,2017,cat_b,50110.0,1325.0,1582.0,1324.0,2,6,1,2017-06-01 00:00:00
June 2017 First Open Bidding Exercise,2017-06-07 00:00:00,2017,cat_d,6101.0,476.0,743.0,455.0,2,6,1,2017-06-01 00:00:00
June 2017 First Open Bidding Exercise,2017-06-07 00:00:00,2017,cat_c,38501.0,1091.0,2309.0,1087.0,2,6,1,2017-06-01 00:00:00
June 2017 First Open Bidding Exercise,2017-06-07 00:00:00,2017,cat_e,50526.0,528.0,878.0,528.0,2,6,1,2017-06-01 00:00:00
May 2017 Second Open Bidding Exercise,2017-05-24 00:00:00,2017,cat_a,46489.0,1920.0,2601.0,1913.0,2,5,15,2017-05-15 00:00:00
May 2017 Second Open Bidding Exercise,2017-05-24 00:00:00,2017,cat_b,53001.0,1325.0,1725.0,1325.0,2,5,15,2017-05-15 00:00:00
May 2017 Second Open Bidding Exercise,2017-05-24 00:00:00,2017,cat_d,6101.0,476.0,602.0,470.0,2,5,15,2017-05-15 00:00:00
May 2017 Second Open Bidding Exercise,2017-05-24 00:00:00,2017,cat_c,30600.0,1085.0,2492.0,1084.0,2,5,15,2017-05-15 00:00:00
May 2017 Second Open Bidding Exercise,2017-05-24 00:00:00,2017,cat_e,52000.0,532.0,731.0,506.0,2,5,15,2017-05-15 00:00:00
May 2017 First Open Bidding Exercise,2017-05-11 00:00:00,2017,cat_a,51106.0,1905.0,2240.0,1905.0,2,5,1,2017-05-01 00:00:00
May 2017 First Open Bidding Exercise,2017-05-11 00:00:00,2017,cat_b,55414.0,1320.0,1996.0,1316.0,2,5,1,2017-05-01 00:00:00
May 2017 First Open Bidding Exercise,2017-05-11 00:00:00,2017,cat_d,6301.0,455.0,567.0,433.0,2,5,1,2017-05-01 00:00:00
May 2017 First Open Bidding Exercise,2017-05-11 00:00:00,2017,cat_c,26029.0,1084.0,2586.0,1078.0,2,5,1,2017-05-01 00:00:00
May 2017 First Open Bidding Exercise,2017-05-11 00:00:00,2017,cat_e,55000.0,529.0,755.0,528.0,2,5,1,2017-05-01 00:00:00
April 2017 Second Open Bidding Exercise,2017-04-26 00:00:00,2017,cat_a,51600.0,2052.0,2442.0,2030.0,2,4,15,2017-04-15 00:00:00
April 2017 Second Open Bidding Exercise,2017-04-26 00:00:00,2017,cat_b,54406.0,1369.0,2000.0,1365.0,2,4,15,2017-04-15 00:00:00
April 2017 Second Open Bidding Exercise,2017-04-26 00:00:00,2017,cat_d,6712.0,347.0,512.0,325.0,2,4,15,2017-04-15 00:00:00
April 2017 Second Open Bidding Exercise,2017-04-26 00:00:00,2017,cat_c,26501.0,163.0,509.0,162.0,2,4,15,2017-04-15 00:00:00
April 2017 Second Open Bidding Exercise,2017-04-26 00:00:00,2017,cat_e,54616.0,482.0,712.0,477.0,2,4,15,2017-04-15 00:00:00
April 2017 First Open Bidding Exercise,2017-04-12 00:00:00,2017,cat_a,52000.0,2068.0,2486.0,2061.0,2,4,1,2017-04-01 00:00:00
April 2017 First Open Bidding Exercise,2017-04-12 00:00:00,2017,cat_b,54405.0,1360.0,1970.0,1360.0,2,4,1,2017-04-01 00:00:00
April 2017 First Open Bidding Exercise,2017-04-12 00:00:00,2017,cat_d,7589.0,355.0,482.0,354.0,2,4,1,2017-04-01 00:00:00
April 2017 First Open Bidding Exercise,2017-04-12 00:00:00,2017,cat_c,45906.0,162.0,351.0,162.0,2,4,1,2017-04-01 00:00:00
April 2017 First Open Bidding Exercise,2017-04-12 00:00:00,2017,cat_e,54556.0,486.0,748.0,485.0,2,4,1,2017-04-01 00:00:00
March 2017 Second Open Bidding Exercise,2017-03-29 00:00:00,2017,cat_a,51765.0,2096.0,2961.0,2096.0,1,3,15,2017-03-15 00:00:00
March 2017 Second Open Bidding Exercise,2017-03-29 00:00:00,2017,cat_b,54000.0,1357.0,2081.0,1345.0,1,3,15,2017-03-15 00:00:00
March 2017 Second Open Bidding Exercise,2017-03-29 00:00:00,2017,cat_d,8081.0,355.0,453.0,354.0,1,3,15,2017-03-15 00:00:00
March 2017 Second Open Bidding Exercise,2017-03-29 00:00:00,2017,cat_c,47036.0,164.0,251.0,163.0,1,3,15,2017-03-15 00:00:00
March 2017 Second Open Bidding Exercise,2017-03-29 00:00:00,2017,cat_e,54501.0,499.0,783.0,499.0,1,3,15,2017-03-15 00:00:00
March 2017 First Open Bidding Exercise,2017-03-15 00:00:00,2017,cat_a,50789.0,2061.0,3190.0,2045.0,1,3,1,2017-03-01 00:00:00
March 2017 First Open Bidding Exercise,2017-03-15 00:00:00,2017,cat_b,53300.0,1371.0,2298.0,1368.0,1,3,1,2017-03-01 00:00:00
March 2017 First Open Bidding Exercise,2017-03-15 00:00:00,2017,cat_d,7483.0,368.0,546.0,359.0,1,3,1,2017-03-01 00:00:00
March 2017 First Open Bidding Exercise,2017-03-15 00:00:00,2017,cat_c,49002.0,170.0,216.0,170.0,1,3,1,2017-03-01 00:00:00
March 2017 First Open Bidding Exercise,2017-03-15 00:00:00,2017,cat_e,53001.0,482.0,763.0,478.0,1,3,1,2017-03-01 00:00:00
February 2017 Second Open Bidding Exercise,2017-02-24 00:00:00,2017,cat_a,49430.0,2133.0,2926.0,2089.0,1,2,15,2017-02-15 00:00:00
February 2017 Second Open Bidding Exercise,2017-02-24 00:00:00,2017,cat_b,50621.0,1377.0,2126.0,1377.0,1,2,15,2017-02-15 00:00:00
February 2017 Second Open Bidding Exercise,2017-02-24 00:00:00,2017,cat_d,6801.0,392.0,753.0,384.0,1,2,15,2017-02-15 00:00:00
February 2017 Second Open Bidding Exercise,2017-02-24 00:00:00,2017,cat_c,49810.0,174.0,249.0,171.0,1,2,15,2017-02-15 00:00:00
February 2017 Second Open Bidding Exercise,2017-02-24 00:00:00,2017,cat_e,51000.0,500.0,800.0,483.0,1,2,15,2017-02-15 00:00:00
February 2017 First Open Bidding Exercise,2017-02-08 00:00:00,2017,cat_a,48401.0,2060.0,2691.0,2051.0,1,2,1,2017-02-01 00:00:00
February 2017 First Open Bidding Exercise,2017-02-08 00:00:00,2017,cat_b,48209.0,1366.0,1783.0,1352.0,1,2,1,2017-02-01 00:00:00
February 2017 First Open Bidding Exercise,2017-02-08 00:00:00,2017,cat_d,6412.0,348.0,534.0,326.0,1,2,1,2017-02-01 00:00:00
February 2017 First Open Bidding Exercise,2017-02-08 00:00:00,2017,cat_c,48901.0,164.0,268.0,155.0,1,2,1,2017-02-01 00:00:00
February 2017 First Open Bidding Exercise,2017-02-08 00:00:00,2017,cat_e,48556.0,488.0,805.0,488.0,1,2,1,2017-02-01 00:00:00
January 2017 Second Open Bidding Exercise,2017-01-18 00:00:00,2017,cat_a,50889.0,1846.0,2437.0,1766.0,1,1,15,2017-01-15 00:00:00
January 2017 Second Open Bidding Exercise,2017-01-18 00:00:00,2017,cat_b,52807.0,1246.0,1967.0,1226.0,1,1,15,2017-01-15 00:00:00
January 2017 Second Open Bidding Exercise,2017-01-18 00:00:00,2017,cat_d,6052.0,377.0,412.0,331.0,1,1,15,2017-01-15 00:00:00
January 2017 Second Open Bidding Exercise,2017-01-18 00:00:00,2017,cat_c,47001.0,186.0,254.0,173.0,1,1,15,2017-01-15 00:00:00
January 2017 Second Open Bidding Exercise,2017-01-18 00:00:00,2017,cat_e,52600.0,400.0,662.0,381.0,1,1,15,2017-01-15 00:00:00
January 2017 First Open Bidding Exercise,2017-01-05 00:00:00,2017,cat_a,50101.0,1877.0,2260.0,1870.0,1,1,1,2017-01-01 00:00:00
January 2017 First Open Bidding Exercise,2017-01-05 00:00:00,2017,cat_b,53106.0,1252.0,1835.0,1243.0,1,1,1,2017-01-01 00:00:00
January 2017 First Open Bidding Exercise,2017-01-05 00:00:00,2017,cat_d,6053.0,376.0,438.0,374.0,1,1,1,2017-01-01 00:00:00
January 2017 First Open Bidding Exercise,2017-01-05 00:00:00,2017,cat_c,46302.0,183.0,271.0,180.0,1,1,1,2017-01-01 00:00:00
January 2017 First Open Bidding Exercise,2017-01-05 00:00:00,2017,cat_e,53001.0,401.0,648.0,394.0,1,1,1,2017-01-01 00:00:00
December 2016 Second Open Bidding Exercise,2016-12-21 00:00:00,2016,cat_a,49751.0,1844.0,2554.0,1843.0,4,12,15,2016-12-15 00:00:00
December 2016 Second Open Bidding Exercise,2016-12-21 00:00:00,2016,cat_b,51109.0,1244.0,2052.0,1242.0,4,12,15,2016-12-15 00:00:00
December 2016 Second Open Bidding Exercise,2016-12-21 00:00:00,2016,cat_d,6101.0,415.0,484.0,408.0,4,12,15,2016-12-15 00:00:00
December 2016 Second Open Bidding Exercise,2016-12-21 00:00:00,2016,cat_c,49500.0,182.0,274.0,176.0,4,12,15,2016-12-15 00:00:00
December 2016 Second Open Bidding Exercise,2016-12-21 00:00:00,2016,cat_e,50389.0,404.0,668.0,404.0,4,12,15,2016-12-15 00:00:00
December 2016 First Open Bidding Exercise,2016-12-07 00:00:00,2016,cat_a,48000.0,1844.0,2335.0,1812.0,4,12,1,2016-12-01 00:00:00
December 2016 First Open Bidding Exercise,2016-12-07 00:00:00,2016,cat_b,46229.0,1245.0,1494.0,1237.0,4,12,1,2016-12-01 00:00:00
December 2016 First Open Bidding Exercise,2016-12-07 00:00:00,2016,cat_d,6113.0,374.0,436.0,368.0,4,12,1,2016-12-01 00:00:00
December 2016 First Open Bidding Exercise,2016-12-07 00:00:00,2016,cat_c,51209.0,185.0,262.0,183.0,4,12,1,2016-12-01 00:00:00
December 2016 First Open Bidding Exercise,2016-12-07 00:00:00,2016,cat_e,50010.0,413.0,643.0,411.0,4,12,1,2016-12-01 00:00:00
November 2016 Second Open Bidding Exercise,2016-11-23 00:00:00,2016,cat_a,50951.0,1846.0,2536.0,1846.0,4,11,15,2016-11-15 00:00:00
November 2016 Second Open Bidding Exercise,2016-11-23 00:00:00,2016,cat_b,53001.0,1254.0,1708.0,1253.0,4,11,15,2016-11-15 00:00:00
November 2016 Second Open Bidding Exercise,2016-11-23 00:00:00,2016,cat_d,6212.0,375.0,520.0,331.0,4,11,15,2016-11-15 00:00:00
November 2016 Second Open Bidding Exercise,2016-11-23 00:00:00,2016,cat_c,49002.0,182.0,286.0,181.0,4,11,15,2016-11-15 00:00:00
November 2016 Second Open Bidding Exercise,2016-11-23 00:00:00,2016,cat_e,54901.0,401.0,531.0,397.0,4,11,15,2016-11-15 00:00:00
November 2016 First Open Bidding Exercise,2016-11-09 00:00:00,2016,cat_a,52668.0,1929.0,2800.0,1929.0,4,11,1,2016-11-01 00:00:00
November 2016 First Open Bidding Exercise,2016-11-09 00:00:00,2016,cat_b,56206.0,1347.0,2012.0,1345.0,4,11,1,2016-11-01 00:00:00
November 2016 First Open Bidding Exercise,2016-11-09 00:00:00,2016,cat_d,6311.0,399.0,457.0,396.0,4,11,1,2016-11-01 00:00:00
November 2016 First Open Bidding Exercise,2016-11-09 00:00:00,2016,cat_c,48001.0,185.0,283.0,181.0,4,11,1,2016-11-01 00:00:00
November 2016 First Open Bidding Exercise,2016-11-09 00:00:00,2016,cat_e,56000.0,401.0,641.0,388.0,4,11,1,2016-11-01 00:00:00
October 2016 Second Open Bidding Exercise,2016-10-19 00:00:00,2016,cat_a,50991.0,2023.0,2584.0,2021.0,4,10,15,2016-10-15 00:00:00
October 2016 Second Open Bidding Exercise,2016-10-19 00:00:00,2016,cat_b,56410.0,1340.0,1768.0,1329.0,4,10,15,2016-10-15 00:00:00
October 2016 Second Open Bidding Exercise,2016-10-19 00:00:00,2016,cat_d,6354.0,360.0,430.0,356.0,4,10,15,2016-10-15 00:00:00
October 2016 Second Open Bidding Exercise,2016-10-19 00:00:00,2016,cat_c,45589.0,188.0,252.0,187.0,4,10,15,2016-10-15 00:00:00
October 2016 Second Open Bidding Exercise,2016-10-19 00:00:00,2016,cat_e,56340.0,429.0,678.0,428.0,4,10,15,2016-10-15 00:00:00
October 2016 First Open Bidding Exercise,2016-10-05 00:00:00,2016,cat_a,51507.0,2064.0,2938.0,1979.0,4,10,1,2016-10-01 00:00:00
October 2016 First Open Bidding Exercise,2016-10-05 00:00:00,2016,cat_b,53001.0,1350.0,1785.0,1246.0,4,10,1,2016-10-01 00:00:00
October 2016 First Open Bidding Exercise,2016-10-05 00:00:00,2016,cat_d,6353.0,387.0,498.0,359.0,4,10,1,2016-10-01 00:00:00
October 2016 First Open Bidding Exercise,2016-10-05 00:00:00,2016,cat_c,48702.0,176.0,232.0,172.0,4,10,1,2016-10-01 00:00:00
October 2016 First Open Bidding Exercise,2016-10-05 00:00:00,2016,cat_e,54200.0,436.0,642.0,435.0,4,10,1,2016-10-01 00:00:00
September 2016 Second Open Bidding Exercise,2016-09-21 00:00:00,2016,cat_a,50000.0,2008.0,2610.0,1993.0,3,9,15,2016-09-15 00:00:00
September 2016 Second Open Bidding Exercise,2016-09-21 00:00:00,2016,cat_b,55501.0,1338.0,2017.0,1334.0,3,9,15,2016-09-15 00:00:00
September 2016 Second Open Bidding Exercise,2016-09-21 00:00:00,2016,cat_d,6501.0,403.0,478.0,402.0,3,9,15,2016-09-15 00:00:00
September 2016 Second Open Bidding Exercise,2016-09-21 00:00:00,2016,cat_c,49890.0,177.0,237.0,165.0,3,9,15,2016-09-15 00:00:00
September 2016 Second Open Bidding Exercise,2016-09-21 00:00:00,2016,cat_e,55201.0,429.0,592.0,429.0,3,9,15,2016-09-15 00:00:00
September 2016 First Open Bidding Exercise,2016-09-07 00:00:00,2016,cat_a,51506.0,2067.0,2739.0,2011.0,3,9,1,2016-09-01 00:00:00
September 2016 First Open Bidding Exercise,2016-09-07 00:00:00,2016,cat_b,57002.0,1372.0,2183.0,1358.0,3,9,1,2016-09-01 00:00:00
September 2016 First Open Bidding Exercise,2016-09-07 00:00:00,2016,cat_d,6452.0,362.0,521.0,334.0,3,9,1,2016-09-01 00:00:00
September 2016 First Open Bidding Exercise,2016-09-07 00:00:00,2016,cat_c,49801.0,175.0,260.0,175.0,3,9,1,2016-09-01 00:00:00
September 2016 First Open Bidding Exercise,2016-09-07 00:00:00,2016,cat_e,56889.0,458.0,723.0,450.0,3,9,1,2016-09-01 00:00:00
August 2016 Second Open Bidding Exercise,2016-08-17 00:00:00,2016,cat_a,53334.0,2034.0,2803.0,2034.0,3,8,15,2016-08-15 00:00:00
August 2016 Second Open Bidding Exercise,2016-08-17 00:00:00,2016,cat_b,56500.0,1336.0,2088.0,1334.0,3,8,15,2016-08-15 00:00:00
August 2016 Second Open Bidding Exercise,2016-08-17 00:00:00,2016,cat_d,6352.0,365.0,541.0,321.0,3,8,15,2016-08-15 00:00:00
August 2016 Second Open Bidding Exercise,2016-08-17 00:00:00,2016,cat_c,48001.0,180.0,236.0,178.0,3,8,15,2016-08-15 00:00:00
August 2016 Second Open Bidding Exercise,2016-08-17 00:00:00,2016,cat_e,56956.0,450.0,618.0,450.0,3,8,15,2016-08-15 00:00:00
August 2016 First Open Bidding Exercise,2016-08-03 00:00:00,2016,cat_a,52503.0,2018.0,2712.0,1959.0,3,8,1,2016-08-01 00:00:00
August 2016 First Open Bidding Exercise,2016-08-03 00:00:00,2016,cat_b,57903.0,1336.0,2156.0,1300.0,3,8,1,2016-08-01 00:00:00
August 2016 First Open Bidding Exercise,2016-08-03 00:00:00,2016,cat_d,6206.0,403.0,558.0,400.0,3,8,1,2016-08-01 00:00:00
August 2016 First Open Bidding Exercise,2016-08-03 00:00:00,2016,cat_c,48302.0,177.0,245.0,177.0,3,8,1,2016-08-01 00:00:00
August 2016 First Open Bidding Exercise,2016-08-03 00:00:00,2016,cat_e,58201.0,429.0,610.0,400.0,3,8,1,2016-08-01 00:00:00
July 2016 Second Open Bidding Exercise,2016-07-20 00:00:00,2016,cat_a,53000.0,2272.0,3195.0,2246.0,3,7,15,2016-07-15 00:00:00
July 2016 Second Open Bidding Exercise,2016-07-20 00:00:00,2016,cat_b,57508.0,1463.0,2439.0,1463.0,3,7,15,2016-07-15 00:00:00
July 2016 Second Open Bidding Exercise,2016-07-20 00:00:00,2016,cat_d,6302.0,430.0,586.0,424.0,3,7,15,2016-07-15 00:00:00
July 2016 Second Open Bidding Exercise,2016-07-20 00:00:00,2016,cat_c,49890.0,230.0,344.0,225.0,3,7,15,2016-07-15 00:00:00
July 2016 Second Open Bidding Exercise,2016-07-20 00:00:00,2016,cat_e,57501.0,521.0,821.0,500.0,3,7,15,2016-07-15 00:00:00
July 2016 First Open Bidding Exercise,2016-07-07 00:00:00,2016,cat_a,52301.0,2222.0,3194.0,2212.0,3,7,1,2016-07-01 00:00:00
July 2016 First Open Bidding Exercise,2016-07-07 00:00:00,2016,cat_b,56089.0,1469.0,2547.0,1469.0,3,7,1,2016-07-01 00:00:00
July 2016 First Open Bidding Exercise,2016-07-07 00:00:00,2016,cat_d,6012.0,409.0,525.0,365.0,3,7,1,2016-07-01 00:00:00
July 2016 First Open Bidding Exercise,2016-07-07 00:00:00,2016,cat_c,47889.0,237.0,310.0,235.0,3,7,1,2016-07-01 00:00:00
July 2016 First Open Bidding Exercise,2016-07-07 00:00:00,2016,cat_e,56002.0,517.0,750.0,517.0,3,7,1,2016-07-01 00:00:00
June 2016 Second Open Bidding Exercise,2016-06-22 00:00:00,2016,cat_a,55200.0,2252.0,3957.0,2197.0,2,6,15,2016-06-15 00:00:00
